id,display-name,url
3388.stations.xmltv.tvmedia.ca,Starz HD - Eastern,www.starz.com
7089.stations.xmltv.tvmedia.ca,Starz Edge HD - Eastern,www.starz.com
7088.stations.xmltv.tvmedia.ca,Starz Comedy HD - Eastern,www.starz.com
7091.stations.xmltv.tvmedia.ca,Starz Kids & Family HD - Eastern,www.starz.com
7087.stations.xmltv.tvmedia.ca,Starz Cinema HD - Eastern,www.starz.com
3034.stations.xmltv.tvmedia.ca,Showtime HD - Eastern,www.sho.com
7111.stations.xmltv.tvmedia.ca,Showtime 2 HD - Eastern,www.sho.com
4352.stations.xmltv.tvmedia.ca,TMC HD - Eastern,www.sho.com
3389.stations.xmltv.tvmedia.ca,Starz HD - Pacific,
10812.stations.xmltv.tvmedia.ca,Starz Encore Action HD - Eastern,www.starz.com
7090.stations.xmltv.tvmedia.ca,Starz In Black HD - Eastern,www.starz.com
3567.stations.xmltv.tvmedia.ca,Cinemax - Eastern HD,www.cinemax.com
1797.stations.xmltv.tvmedia.ca,NBC Universo - Eastern feed,www.holamun2.com/grid
14566.stations.xmltv.tvmedia.ca,MC - Hit List,WWW.MUSICCHOICE.COM
19057.stations.xmltv.tvmedia.ca,MC - Max,WWW.MUSICCHOICE.COM
14596.stations.xmltv.tvmedia.ca,MC - Dance/EDM,WWW.MUSICCHOICE.COM
14588.stations.xmltv.tvmedia.ca,MC - Indie,WWW.MUSICCHOICE.COM
14577.stations.xmltv.tvmedia.ca,MC - Hip-Hop and R&B,WWW.MUSICCHOICE.COM
14597.stations.xmltv.tvmedia.ca,MC - Rap,WWW.MUSICCHOICE.COM
14598.stations.xmltv.tvmedia.ca,MC - Hip-Hop Classics,WWW.MUSICCHOICE.COM
14599.stations.xmltv.tvmedia.ca,MC - Throwback Jamz,www.musicchoice.com
14600.stations.xmltv.tvmedia.ca,MC - R&B Classics,WWW.MUSICCHOICE.COM
14601.stations.xmltv.tvmedia.ca,MC - R&B Soul,www.musicchoice.com
14557.stations.xmltv.tvmedia.ca,MC - Gospel,WWW.MUSICCHOICE.COM
14558.stations.xmltv.tvmedia.ca,MC - Reggae,WWW.DMXMUSIC.COM
14561.stations.xmltv.tvmedia.ca,MC - Rock,WWW.MUSICCHOICE.COM
14562.stations.xmltv.tvmedia.ca,MC - Metal,WWW.MUSICCHOICE.COM
14563.stations.xmltv.tvmedia.ca,MC - Alternative,WWW.MUSICCHOICE.COM
14564.stations.xmltv.tvmedia.ca,MC - Adult Alternative,WWW.MUSICCHOICE.COM
14560.stations.xmltv.tvmedia.ca,MC - Rock Hits,WWW.MUSICCHOICE.COM
14559.stations.xmltv.tvmedia.ca,MC - Classic Rock,WWW.MUSICCHOICE.COM
14565.stations.xmltv.tvmedia.ca,MC - Soft Rock,WWW.MUSICCHOICE.COM
15019.stations.xmltv.tvmedia.ca,MC - Love Songs,WWW.MUSICCHOICE.COM
14567.stations.xmltv.tvmedia.ca,MC - Pop Hits,WWW.MUSICCHOICE.COM
14572.stations.xmltv.tvmedia.ca,MC - Party Favorites,WWW.MUSICCHOICE.COM
15021.stations.xmltv.tvmedia.ca,MC - Teen Beats,WWW.MUSICCHOICE.COM
14574.stations.xmltv.tvmedia.ca,MC - Kidz Only!,WWW.MUSICCHOICE.COM
14575.stations.xmltv.tvmedia.ca,MC - Toddler Tunes,WWW.MUSICCHOICE.COM
15020.stations.xmltv.tvmedia.ca,MC - Y2K,WWW.MUSICCHOICE.COM
14568.stations.xmltv.tvmedia.ca,MC - 90's,WWW.MUSICCHOICE.COM
14569.stations.xmltv.tvmedia.ca,MC - 80's,WWW.MUSICCHOICE.COM
14570.stations.xmltv.tvmedia.ca,MC - 70's,WWW.MUSICCHOICE.COM
14571.stations.xmltv.tvmedia.ca,MC - Solid Gold Oldies,WWW.MUSICCHOICE.COM
15022.stations.xmltv.tvmedia.ca,MC - Pop Country,WWW.MUSICCHOICE.COM
14576.stations.xmltv.tvmedia.ca,MC - Today's Country,WWW.DMXMUSIC.COM
14578.stations.xmltv.tvmedia.ca,MC - Country Hits,WWW.MUSICCHOICE.COM
14579.stations.xmltv.tvmedia.ca,MC - Classic Country,WWW.MUSICCHOICE.COM
14580.stations.xmltv.tvmedia.ca,MC - Contemporary Christian,WWW.MUSICCHOICE.COM
14592.stations.xmltv.tvmedia.ca,MC - Pop Latino,WWW.MUSICCHOICE.COM
14591.stations.xmltv.tvmedia.ca,MC - Music Urbana,WWW.DMXMUSIC.COM
14594.stations.xmltv.tvmedia.ca,MC - Mexicana,WWW.MUSICCHOICE.COM
14593.stations.xmltv.tvmedia.ca,MC - Tropicales,WWW.MUSICCHOICE.COM
14595.stations.xmltv.tvmedia.ca,MC - Romances,WWW.MUSICCHOICE.COM
14581.stations.xmltv.tvmedia.ca,MC - Sounds of The Seasons,WWW.MUSICCHOICE.COM
14573.stations.xmltv.tvmedia.ca,MC - Stage & Screen,WWW.MUSICCHOICE.COM
14582.stations.xmltv.tvmedia.ca,MC - Soundscapes,WWW.MUSICCHOICE.COM
14583.stations.xmltv.tvmedia.ca,MC - Smooth Jazz,WWW.MUSICCHOICE.COM
14584.stations.xmltv.tvmedia.ca,MC - Jazz,WWW.MUSICCHOICE.COM
14585.stations.xmltv.tvmedia.ca,MC - Blues,WWW.MUSICCHOICE.COM
14586.stations.xmltv.tvmedia.ca,MC - Singers & Swing,WWW.MUSICCHOICE.COM
14587.stations.xmltv.tvmedia.ca,MC - Easy Listening,WWW.MUSICCHOICE.COM
14589.stations.xmltv.tvmedia.ca,MC - Classical Masterpieces,WWW.MUSICCHOICE.COM
14590.stations.xmltv.tvmedia.ca,MC - Light Classical,WWW.MUSICCHOICE.COM
2628.stations.xmltv.tvmedia.ca,TV5 Monde USA,
6868.stations.xmltv.tvmedia.ca,RAI Italia 1,www.international.rai.it/
5263.stations.xmltv.tvmedia.ca,RTN+ - Russian Television Network,
9604.stations.xmltv.tvmedia.ca,TFC - The Filipino Channel,
8673.stations.xmltv.tvmedia.ca,TVK (Cambodian),www.tvk24.com
2937.stations.xmltv.tvmedia.ca,VGNTV (Saigon Broadcasting Television Network),
